Season,Injury,Days,Games missed,player_name,player_age,player_position,club,league,salary_eur,salary_daily_eur,injury_cost_eur
24/25,muscular problems,22,4,Julian Brandt,29,Attacking Midfield,Borussia Dortmund,Bundesliga,8000000.0,21917.80821917808,482191.7808219178
24/25,Groin strain,77,19,Giovanni Reyna,22,Attacking Midfield,Borussia Dortmund,Bundesliga,2500000.0,6849.315068493151,527397.2602739726
24/25,Torn muscle fiber,69,16,Karim Adeyemi,23,Right Winger,Borussia Dortmund,Bundesliga,6000000.0,16438.35616438356,1134246.5753424657
24/25,Ankle injury,46,5,Maximilian Beier,23,Forward,Borussia Dortmund,Bundesliga,3780000.0,10356.164383561643,476383.5616438356
24/25,Knee problems,6,1,Maximilian Beier,23,Forward,Borussia Dortmund,Bundesliga,3780000.0,10356.164383561643,62136.98630136986
24/25,concussion,15,2,Péter Gulácsi,35,Goalkeeper,RB Leipzig,Bundesliga,5600000.0,15342.465753424658,230136.98630136988
24/25,Abdominal muscle strain,9,1,Castello Lukeba,22,Centre-Back,RB Leipzig,Bundesliga,5000000.0,13698.6301369863,123287.67123287672
24/25,Hamstring injury,58,11,Castello Lukeba,22,Centre-Back,RB Leipzig,Bundesliga,5000000.0,13698.6301369863,794520.5479452055
24/25,muscular problems,20,5,Castello Lukeba,22,Centre-Back,RB Leipzig,Bundesliga,5000000.0,13698.6301369863,273972.602739726
24/25,Muscle injury,22,6,El Chadaille Bitshiabu,20,Centre-Back,RB Leipzig,Bundesliga,1800000.0,4931.506849315068,108493.1506849315
24/25,Hamstring injury,20,2,El Chadaille Bitshiabu,20,Centre-Back,RB Leipzig,Bundesliga,1800000.0,4931.506849315068,98630.13698630135
24/25,Fitness,10,1,Willi Orbán,32,Centre-Back,RB Leipzig,Bundesliga,6600000.0,18082.19178082192,180821.9178082192
24/25,muscular problems,26,4,Willi Orbán,32,Centre-Back,RB Leipzig,Bundesliga,6600000.0,18082.19178082192,470136.9863013699
24/25,muscular problems,8,2,Lukas Klostermann,29,Centre-Back,RB Leipzig,Bundesliga,6600000.0,18082.19178082192,144657.53424657535
24/25,Hamstring injury,14,2,David Raum,27,Left-Back,RB Leipzig,Bundesliga,18870000.0,51698.6301369863,723780.8219178081
24/25,Ankle injury,66,17,David Raum,27,Left-Back,RB Leipzig,Bundesliga,18870000.0,51698.6301369863,3412109.589041096
24/25,muscular problems,17,3,Lutsharel Geertruida,25,Right-Back,RB Leipzig,Bundesliga,4720000.0,12931.506849315068,219835.61643835617
24/25,Back problems,9,2,Benjamin Henrichs,28,Right-Back,RB Leipzig,Bundesliga,7550000.0,20684.93150684932,186164.38356164383
24/25,Muscle injury,15,4,Nicolas Seiwald,24,Central Midfield,RB Leipzig,Bundesliga,2200000.0,6027.397260273972,90410.9589041096
24/25,Inner ligament injury,55,3,Amadou Haidara,27,Central Midfield,RB Leipzig,Bundesliga,3800000.0,10410.95890410959,572602.7397260275
24/25,Fitness,6,1,Xaver Schlager,28,Central Midfield,RB Leipzig,Bundesliga,4000000.0,10958.90410958904,65753.42465753424
24/25,Muscle injury,49,8,Xaver Schlager,28,Central Midfield,RB Leipzig,Bundesliga,4000000.0,10958.90410958904,536986.301369863
24/25,Knee problems,67,13,Xaver Schlager,28,Central Midfield,RB Leipzig,Bundesliga,4000000.0,10958.90410958904,734246.5753424658
24/25,minor knock,6,1,Kevin Kampl,35,Central Midfield,RB Leipzig,Bundesliga,2500000.0,6849.315068493151,41095.890410958906
24/25,muscular problems,6,2,Kevin Kampl,35,Central Midfield,RB Leipzig,Bundesliga,2500000.0,6849.315068493151,41095.890410958906
24/25,Adductor pain,27,4,Kevin Kampl,35,Central Midfield,RB Leipzig,Bundesliga,2500000.0,6849.315068493151,184931.50684931508
24/25,Ankle injury,70,15,Xavi Simons,22,Attacking Midfield,RB Leipzig,Bundesliga,10000000.0,27397.260273972603,1917808.2191780824
24/25,Muscle fatigue,5,1,Eljif Elmas,26,Attacking Midfield,RB Leipzig,Bundesliga,5660000.0,15506.849315068494,77534.24657534246
24/25,Torn muscle fiber,49,9,Eljif Elmas,26,Attacking Midfield,RB Leipzig,Bundesliga,5660000.0,15506.849315068494,759835.6164383562
24/25,concussion,7,1,Christoph Baumgartner,26,Attacking Midfield,RB Leipzig,Bundesliga,2500000.0,6849.315068493151,47945.20547945205
24/25,Knee injury,71,13,Antonio Nusa,20,Left Winger,RB Leipzig,Bundesliga,1500000.0,4109.58904109589,291780.8219178082
24/25,Knock,6,1,Loïs Openda,25,Forward,RB Leipzig,Bundesliga,5660000.0,15506.849315068494,93041.09589041096
24/25,muscular problems,14,1,Yussuf Poulsen,31,Forward,RB Leipzig,Bundesliga,6600000.0,18082.19178082192,253150.68493150687
24/25,Knock,7,2,Yussuf Poulsen,31,Forward,RB Leipzig,Bundesliga,6600000.0,18082.19178082192,126575.34246575343
24/25,Hamstring injury,9,1,Yussuf Poulsen,31,Forward,RB Leipzig,Bundesliga,6600000.0,18082.19178082192,162739.72602739726
24/25,Hamstring injury,60,10,Yussuf Poulsen,31,Forward,RB Leipzig,Bundesliga,6600000.0,18082.19178082192,1084931.506849315
24/25,Hamstring injury,24,6,Edmond Tapsoba,26,Centre-Back,Bayer Leverkusen,Bundesliga,5000000.0,13698.6301369863,328767.12328767125
24/25,muscular problems,4,1,Edmond Tapsoba,26,Centre-Back,Bayer Leverkusen,Bundesliga,5000000.0,13698.6301369863,54794.520547945205
24/25,Knock,8,1,Edmond Tapsoba,26,Centre-Back,Bayer Leverkusen,Bundesliga,5000000.0,13698.6301369863,109589.0410958904
24/25,Cruciate ligament tear,248,28,Jeanuël Belocian,20,Centre-Back,Bayer Leverkusen,Bundesliga,750000.0,2054.794520547945,509589.0410958904
24/25,Ankle injury,39,8,Jeanuël Belocian,20,Centre-Back,Bayer Leverkusen,Bundesliga,750000.0,2054.794520547945,80136.98630136985
24/25,Torn muscle fiber,39,4,Nordi Mukiele,28,Right-Back,Bayer Leverkusen,Bundesliga,8400000.0,23013.698630136987,897534.2465753425
24/25,Torn muscle fiber,26,4,Nordi Mukiele,28,Right-Back,Bayer Leverkusen,Bundesliga,8400000.0,23013.698630136987,598356.1643835617
24/25,Groin problems,10,2,Exequiel Palacios,27,Central Midfield,Bayer Leverkusen,Bundesliga,5000000.0,13698.6301369863,136986.301369863
24/25,Fitness,12,3,Exequiel Palacios,27,Central Midfield,Bayer Leverkusen,Bundesliga,5000000.0,13698.6301369863,164383.56164383562
24/25,Knee injury,32,4,Exequiel Palacios,27,Central Midfield,Bayer Leverkusen,Bundesliga,5000000.0,13698.6301369863,438356.1643835616
24/25,Inner ligament injury,30,7,Florian Wirtz,22,Attacking Midfield,Bayer Leverkusen,Bundesliga,7500000.0,20547.945205479453,616438.3561643836
24/25,Hamstring injury,32,8,Jonas Hofmann,33,Attacking Midfield,Bayer Leverkusen,Bundesliga,4000000.0,10958.90410958904,350684.9315068493
24/25,Fitness,8,2,Amine Adli,25,Left Winger,Bayer Leverkusen,Bundesliga,3400000.0,9315.068493150686,74520.54794520549
24/25,Broken fibula,99,21,Amine Adli,25,Left Winger,Bayer Leverkusen,Bundesliga,3400000.0,9315.068493150686,922191.780821918
24/25,Achilles tendon rupture,269,32,Martin Terrier,28,Left Winger,Bayer Leverkusen,Bundesliga,3400000.0,9315.068493150686,2505753.4246575343
24/25,Forearm fracture,9,2,Martin Terrier,28,Left Winger,Bayer Leverkusen,Bundesliga,3400000.0,9315.068493150686,83835.61643835617
24/25,Knock,11,3,Martin Terrier,28,Left Winger,Bayer Leverkusen,Bundesliga,3400000.0,9315.068493150686,102465.75342465754
24/25,muscular problems,21,5,Nathan Tella,26,Right Winger,Bayer Leverkusen,Bundesliga,1800000.0,4931.506849315068,103561.64383561644
24/25,Hip problems,10,1,Nathan Tella,26,Right Winger,Bayer Leverkusen,Bundesliga,1800000.0,4931.506849315068,49315.06849315069
24/25,Thigh problems,7,1,Victor Boniface,24,Forward,Bayer Leverkusen,Bundesliga,2000000.0,5479.45205479452,38356.16438356164
24/25,Fitness,34,4,Victor Boniface,24,Forward,Bayer Leverkusen,Bundesliga,2000000.0,5479.45205479452,186301.36986301368
24/25,Hamstring injury,30,7,Victor Boniface,24,Forward,Bayer Leverkusen,Bundesliga,2000000.0,5479.45205479452,164383.56164383562
24/25,Knock,5,1,Victor Boniface,24,Forward,Bayer Leverkusen,Bundesliga,2000000.0,5479.45205479452,27397.260273972603
24/25,Calf problems,6,1,Patrik Schick,29,Forward,Bayer Leverkusen,Bundesliga,7500000.0,20547.945205479453,123287.67123287672
24/25,Shin injury,38,7,Kevin Trapp,34,Goalkeeper,Eintracht Frankfurt,Bundesliga,3500000.0,9589.04109589041,364383.5616438356
24/25,Hamstring injury,31,5,Kevin Trapp,34,Goalkeeper,Eintracht Frankfurt,Bundesliga,3500000.0,9589.04109589041,297260.27397260274
24/25,Muscle injury,19,5,Arthur Theate,25,Centre-Back,Eintracht Frankfurt,Bundesliga,3640000.0,9972.602739726028,189479.45205479453
24/25,Torn lateral ankle ligament,6,2,Arthur Theate,25,Centre-Back,Eintracht Frankfurt,Bundesliga,3640000.0,9972.602739726028,59835.61643835617
24/25,concussion,6,1,Robin Koch,29,Centre-Back,Eintracht Frankfurt,Bundesliga,2460000.0,6739.726027397261,40438.35616438357
24/25,Shoulder injury,22,3,Robin Koch,29,Centre-Back,Eintracht Frankfurt,Bundesliga,2460000.0,6739.726027397261,148273.97260273973
24/25,Calf problems,3,1,Robin Koch,29,Centre-Back,Eintracht Frankfurt,Bundesliga,2460000.0,6739.726027397261,20219.178082191786
24/25,Hip problems,12,2,Robin Koch,29,Centre-Back,Eintracht Frankfurt,Bundesliga,2460000.0,6739.726027397261,80876.71232876713
24/25,Calf injury,4,1,Aurèle Amenda,22,Centre-Back,Eintracht Frankfurt,Bundesliga,640000.0,1753.4246575342463,7013.698630136986
24/25,Syndesmosis ligament tear,70,13,Aurèle Amenda,22,Centre-Back,Eintracht Frankfurt,Bundesliga,640000.0,1753.4246575342463,122739.72602739726
24/25,allergic reaction,5,1,Niels Nkounkou,25,Left-Back,Eintracht Frankfurt,Bundesliga,700000.0,1917.8082191780825,9589.04109589041
24/25,muscular problems,5,1,Rasmus Kristensen,28,Right-Back,Eintracht Frankfurt,Bundesliga,3020000.0,8273.972602739726,41369.86301369863
24/25,Hamstring injury,28,7,Rasmus Kristensen,28,Right-Back,Eintracht Frankfurt,Bundesliga,3020000.0,8273.972602739726,231671.23287671237
24/25,Hamstring injury,40,7,Timothy Chandler,35,Right-Back,Eintracht Frankfurt,Bundesliga,1200000.0,3287.671232876712,131506.84931506848
24/25,Knee injury,12,3,Ellyes Skhiri,30,Defensive Midfield,Eintracht Frankfurt,Bundesliga,2800000.0,7671.232876712329,92054.79452054796
24/25,Knock,12,2,Ellyes Skhiri,30,Defensive Midfield,Eintracht Frankfurt,Bundesliga,2800000.0,7671.232876712329,92054.79452054796
24/25,Torn muscle fiber,62,5,Mario Götze,33,Attacking Midfield,Eintracht Frankfurt,Bundesliga,5000000.0,13698.6301369863,849315.0684931506
24/25,Knee injury,17,4,Ansgar Knauff,23,Right Winger,Eintracht Frankfurt,Bundesliga,540000.0,1479.4520547945206,25150.68493150685
24/25,Inner ligament stretch of the knee,10,4,Hugo Ekitiké,23,Forward,Eintracht Frankfurt,Bundesliga,5000000.0,13698.6301369863,136986.301369863
24/25,Knock,5,1,Hugo Ekitiké,23,Forward,Eintracht Frankfurt,Bundesliga,5000000.0,13698.6301369863,68493.1506849315
24/25,Head injury,133,6,Diogo Leite,26,Centre-Back,Union Berlin,Bundesliga,340000.0,931.5068493150684,123890.41095890412
24/25,Ankle problems,13,2,Diogo Leite,26,Centre-Back,Union Berlin,Bundesliga,340000.0,931.5068493150684,12109.589041095893
24/25,Fitness,7,1,Kevin Vogt,34,Centre-Back,Union Berlin,Bundesliga,1100000.0,3013.698630136986,21095.890410958906
24/25,Knee problems,3,1,Kevin Vogt,34,Centre-Back,Union Berlin,Bundesliga,1100000.0,3013.698630136986,9041.095890410958
24/25,Fitness,19,2,Kevin Vogt,34,Centre-Back,Union Berlin,Bundesliga,1100000.0,3013.698630136986,57260.273972602736
24/25,Knee bruise,28,5,Kevin Vogt,34,Centre-Back,Union Berlin,Bundesliga,1100000.0,3013.698630136986,84383.56164383561
24/25,Dental surgery,5,1,Kevin Vogt,34,Centre-Back,Union Berlin,Bundesliga,1100000.0,3013.698630136986,15068.493150684932
24/25,Calf problems,28,4,Josip Juranovic,30,Right-Back,Union Berlin,Bundesliga,1600000.0,4383.561643835616,122739.72602739726
24/25,Knock,8,2,Josip Juranovic,30,Right-Back,Union Berlin,Bundesliga,1600000.0,4383.561643835616,35068.49315068493
24/25,Fitness,6,1,Josip Juranovic,30,Right-Back,Union Berlin,Bundesliga,1600000.0,4383.561643835616,26301.3698630137
24/25,surgery,91,15,Josip Juranovic,30,Right-Back,Union Berlin,Bundesliga,1600000.0,4383.561643835616,398904.1095890411
24/25,Knock,35,5,Lucas Tousart,28,Central Midfield,Union Berlin,Bundesliga,2600000.0,7123.287671232877,249315.0684931507
24/25,Foot injury,135,12,Robert Skov,29,Left Midfield,Union Berlin,Bundesliga,1934400.0,5299.726027397261,715463.0136986302
24/25,Ankle injury,93,8,Woo-yeong Jeong,26,Attacking Midfield,Union Berlin,Bundesliga,800000.0,2191.780821917808,203835.61643835617
24/25,Knock,9,1,Woo-yeong Jeong,26,Attacking Midfield,Union Berlin,Bundesliga,800000.0,2191.780821917808,19726.027397260277
24/25,Knee surgery,99,7,Kevin Volland,33,Attacking Midfield,Union Berlin,Bundesliga,2400000.0,6575.342465753424,650958.9041095889
24/25,minor knock,6,1,Kevin Volland,33,Attacking Midfield,Union Berlin,Bundesliga,2400000.0,6575.342465753424,39452.05479452055
24/25,Hamstring injury,20,3,Ivan Prtajin,29,Forward,Union Berlin,Bundesliga,340000.0,931.5068493150684,18630.13698630137
24/25,Knee problems,12,2,Ivan Prtajin,29,Forward,Union Berlin,Bundesliga,340000.0,931.5068493150684,11178.082191780824
24/25,muscular problems,12,2,Ivan Prtajin,29,Forward,Union Berlin,Bundesliga,340000.0,931.5068493150684,11178.082191780824
24/25,Shoulder injury,31,4,Noah Atubolu,23,Goalkeeper,SC Freiburg,Bundesliga,170000.0,465.7534246575343,14438.356164383562
24/25,Appendectomy,25,2,Noah Atubolu,23,Goalkeeper,SC Freiburg,Bundesliga,170000.0,465.7534246575343,11643.835616438357
24/25,Knock,15,3,Florian Müller,27,Goalkeeper,SC Freiburg,Bundesliga,500000.0,1369.86301369863,20547.945205479453
24/25,Back problems,15,2,Florian Müller,27,Goalkeeper,SC Freiburg,Bundesliga,500000.0,1369.86301369863,20547.945205479453
24/25,Groin strain,14,3,Roland Sallai,28,Right-Back,SC Freiburg,Bundesliga,4170000.0,11424.657534246577,159945.20547945204
24/25,muscular problems,6,2,Roland Sallai,28,Right-Back,SC Freiburg,Bundesliga,4170000.0,11424.657534246577,68547.94520547945
24/25,muscular problems,10,1,Roland Sallai,28,Right-Back,SC Freiburg,Bundesliga,4170000.0,11424.657534246577,114246.57534246576
24/25,Ankle problems,7,1,Kiliann Sildillia,23,Right-Back,SC Freiburg,Bundesliga,320000.0,876.7123287671233,6136.986301369863
24/25,muscular problems,14,2,Kiliann Sildillia,23,Right-Back,SC Freiburg,Bundesliga,320000.0,876.7123287671233,12273.972602739726
24/25,Knock,19,3,Kiliann Sildillia,23,Right-Back,SC Freiburg,Bundesliga,320000.0,876.7123287671233,16657.534246575342
24/25,muscular problems,5,1,Patrick Osterhage,25,Defensive Midfield,SC Freiburg,Bundesliga,840000.0,2301.3698630136987,11506.849315068494
24/25,Fitness,5,1,Merlin Röhl,23,Attacking Midfield,SC Freiburg,Bundesliga,950000.0,2602.7397260273974,13013.698630136989
24/25,Heel problems,35,6,Merlin Röhl,23,Attacking Midfield,SC Freiburg,Bundesliga,950000.0,2602.7397260273974,91095.8904109589
24/25,Syndesmosis ligament tear,68,12,Merlin Röhl,23,Attacking Midfield,SC Freiburg,Bundesliga,950000.0,2602.7397260273974,176986.30136986304
24/25,Fitness,6,1,Florent Muslija,27,Attacking Midfield,SC Freiburg,Bundesliga,550000.0,1506.849315068493,9041.095890410958
24/25,Ankle problems,28,4,Florent Muslija,27,Attacking Midfield,SC Freiburg,Bundesliga,550000.0,1506.849315068493,42191.78082191781
24/25,Knee problems,53,2,Maximilian Philipp,31,Second Striker,SC Freiburg,Bundesliga,2100000.0,5753.424657534247,304931.5068493151
24/25,Back problems,40,5,Maximilian Philipp,31,Second Striker,SC Freiburg,Bundesliga,2100000.0,5753.424657534247,230136.98630136988
24/25,muscular problems,6,1,Lucas Höler,31,Forward,SC Freiburg,Bundesliga,520000.0,1424.657534246575,8547.945205479453
24/25,Torn muscle fiber,35,6,Michael Gregoritsch,31,Forward,SC Freiburg,Bundesliga,1140000.0,3123.2876712328766,109315.06849315068
24/25,Injury to the ankle,18,3,Anthony Rouault,24,Centre-Back,VfB Stuttgart,Bundesliga,120000.0,328.7671232876712,5917.808219178081
24/25,Shoulder injury,24,3,Anthony Rouault,24,Centre-Back,VfB Stuttgart,Bundesliga,120000.0,328.7671232876712,7890.410958904109
24/25,stomach problems,4,1,Ramon Hendriks,24,Centre-Back,VfB Stuttgart,Bundesliga,340000.0,931.5068493150684,3726.027397260274
24/25,Outer ligament problems,230,40,Dan-Axel Zagadou,26,Centre-Back,VfB Stuttgart,Bundesliga,2830000.0,7753.424657534247,1783287.6712328768
24/25,Fitness,64,4,Dan-Axel Zagadou,26,Centre-Back,VfB Stuttgart,Bundesliga,2830000.0,7753.424657534247,496219.1780821918
24/25,muscular problems,4,1,Maximilian Mittelstädt,28,Left-Back,VfB Stuttgart,Bundesliga,1890000.0,5178.082191780822,20712.328767123287
24/25,Fitness,20,3,Josha Vagnoman,24,Right-Back,VfB Stuttgart,Bundesliga,940000.0,2575.3424657534247,51506.849315068495
24/25,muscular problems,12,3,Josha Vagnoman,24,Right-Back,VfB Stuttgart,Bundesliga,940000.0,2575.3424657534247,30904.10958904109
24/25,Foot injury,6,1,Josha Vagnoman,24,Right-Back,VfB Stuttgart,Bundesliga,940000.0,2575.3424657534247,15452.054794520547
24/25,Fitness,61,3,Josha Vagnoman,24,Right-Back,VfB Stuttgart,Bundesliga,940000.0,2575.3424657534247,157095.8904109589
24/25,Syndesmotic ligament tear,133,8,Leonidas Stergiou,23,Right-Back,VfB Stuttgart,Bundesliga,190000.0,520.5479452054794,69232.87671232877
24/25,Heel injury,10,2,Leonidas Stergiou,23,Right-Back,VfB Stuttgart,Bundesliga,190000.0,520.5479452054794,5205.479452054795
24/25,Fitness,14,4,Leonidas Stergiou,23,Right-Back,VfB Stuttgart,Bundesliga,190000.0,520.5479452054794,7287.671232876712
24/25,Back injury,71,11,Leonidas Stergiou,23,Right-Back,VfB Stuttgart,Bundesliga,190000.0,520.5479452054794,36958.90410958904
24/25,Ankle injury,16,2,Angelo Stiller,24,Defensive Midfield,VfB Stuttgart,Bundesliga,1300000.0,3561.6438356164385,56986.30136986302
24/25,Ligament injury,11,1,Angelo Stiller,24,Defensive Midfield,VfB Stuttgart,Bundesliga,1300000.0,3561.6438356164385,39178.08219178082
24/25,muscular problems,9,2,Angelo Stiller,24,Defensive Midfield,VfB Stuttgart,Bundesliga,1300000.0,3561.6438356164385,32054.79452054795
24/25,Hamstring injury,11,1,Yannik Keitel,25,Defensive Midfield,VfB Stuttgart,Bundesliga,750000.0,2054.794520547945,22602.739726027397
24/25,Adductor pain,7,2,Yannik Keitel,25,Defensive Midfield,VfB Stuttgart,Bundesliga,750000.0,2054.794520547945,14383.561643835616
24/25,Knock,7,1,Yannik Keitel,25,Defensive Midfield,VfB Stuttgart,Bundesliga,750000.0,2054.794520547945,14383.561643835616
24/25,Muscle injury,16,2,Enzo Millot,23,Attacking Midfield,VfB Stuttgart,Bundesliga,1890000.0,5178.082191780822,82849.31506849315
24/25,Knee problems,6,1,Enzo Millot,23,Attacking Midfield,VfB Stuttgart,Bundesliga,1890000.0,5178.082191780822,31068.49315068493
24/25,Torn muscle fiber in the adductor area,12,3,Chris Führich,27,Left Winger,VfB Stuttgart,Bundesliga,2500000.0,6849.315068493151,82191.78082191781
24/25,Head injury,7,1,Justin Diehl,20,Left Winger,VfB Stuttgart,Bundesliga,470000.0,1287.6712328767123,9013.698630136989
24/25,muscular problems,35,6,Justin Diehl,20,Left Winger,VfB Stuttgart,Bundesliga,470000.0,1287.6712328767123,45068.49315068493
24/25,Fitness,6,1,Justin Diehl,20,Left Winger,VfB Stuttgart,Bundesliga,470000.0,1287.6712328767123,7726.027397260274
24/25,Hamstring injury,52,9,Justin Diehl,20,Left Winger,VfB Stuttgart,Bundesliga,470000.0,1287.6712328767123,66958.90410958904
24/25,Fitness,11,4,Justin Diehl,20,Left Winger,VfB Stuttgart,Bundesliga,470000.0,1287.6712328767123,14164.383561643835
24/25,Shoulder injury,38,9,Justin Diehl,20,Left Winger,VfB Stuttgart,Bundesliga,470000.0,1287.6712328767123,48931.50684931507
24/25,muscular problems,10,1,Jamie Leweling,24,Right Winger,VfB Stuttgart,Bundesliga,1020000.0,2794.5205479452056,27945.20547945205
24/25,Fitness,7,1,Jamie Leweling,24,Right Winger,VfB Stuttgart,Bundesliga,1020000.0,2794.5205479452056,19561.64383561644
